solexa_150602_D00636_0032_B_C5UNWANXX_MIXED,solexa_150602_D00636_0032.1
solexa_150615_SN471_0202_A_C60MEACXX_MIXED,solexa_150615_SN471_0202_.1
solexa_150623_SN471_0203_A_C5YYJACXX_MIXED,solexa_150623_SN471_0203_.1
solexa_150624_ST-K00107_0026_A_H2W23BBXX_CHEN-Illumina,solexa_150624_ST-K00107_0.1
solexa_150630_SN540_0261_A_HK2TMADXX_CHEN,solexa_150630_SN540_0261_.1
solexa_150709_NS500648_0003_AHFTTVBGXX,solexa_150709_NS500648_00.1
solexa_150709_SN303_0221_A_C60J9ACXX_MIXED,solexa_150709_SN303_0221_.1
solexa_150709_SN471_0204_A_C5YKFACXX_HUEBNER,solexa_150709_SN471_0204_.1
solexa_150710_SN541_0309_A_C72M1ACXX_HUEBNER,solexa_150710_SN541_0309_.1
solexa_150710_SN541_0310_B_C728CACXX_HUEBNER,solexa_150710_SN541_0310_.1
solexa_150713_D00636_0033_B_C6848ANXX_CHEN-CHARITE,solexa_150713_D00636_0033.1
solexa_150717_SN541_0311_A_C7EU1ACXX_MIXED,solexa_150717_SN541_0311_.1
solexa_150717_SN541_0312_B_C7KHKACXX_HUEBNER,solexa_150717_SN541_0312_.1
solexa_150722_D00636_0034_A_C62FUANXX_CHARITE-CHEN,solexa_150722_D00636_0034.1
solexa_150722_NS500455_0005_AH33MWBGXX,solexa_150722_NS500455_00.1
solexa_150724_SN541_0313_A_C6AY0ACXX_NKM,solexa_150724_SN541_0313_.1
solexa_150724_SN541_0314_B_C6B26ACXX_MIXED,solexa_150724_SN541_0314_.1
solexa_150728_SN540_0262_A_HT5V3ADXX_HUEBNER,solexa_150728_SN540_0262_.1
solexa_150728_SN540_0263_B_HT7F2ADXX_HUEBNER,solexa_150728_SN540_0263_.1
solexa_150803_SN303_0222_A_C7WGWACXX_BIRCHMEIER-OHLER,solexa_150803_SN303_0222_.1
solexa_150803_SN303_0223_B_C7Y66ACXX_MIXED,solexa_150803_SN303_0223_.1
solexa_150803_SN540_0264_A_HT5MKADXX_HUEBNER,solexa_150803_SN540_0264_.1
solexa_150803_SN540_0265_B_HCYMGADXX_CHEN,solexa_150803_SN540_0265_.1
solexa_150804_NS500455_0006_AH33T7BGXX,solexa_150804_NS500455_00.1
solexa_150821_D00648_0025_A_C71ELANXX_MIXED,solexa_150821_D00648_0025.1
solexa_150821_NS500648_0004_AHGCGNBGXX,solexa_150821_NS500648_00.1
solexa_150825_NS500648_0005_AHFWTMBGXX,solexa_150825_NS500648_00.1
solexa_150902_NS500648_0006_AHGNGYBGXX,solexa_150902_NS500648_00.1
solexa_150907_D00636_0035_A_C6ULKANXX_CHEN-CHARITE,solexa_150907_D00636_0035.1
solexa_150910_SN471_0206_A_C6B44ACXX_MIXED,solexa_150910_SN471_0206_.1
solexa_150910_SN540_0266_A_HT7WKADXX_KETTENMANN,solexa_150910_SN540_0266_.1
solexa_150910_SN540_0267_B_HCYMVADXX_IZSVAK,solexa_150910_SN540_0267_.1
solexa_150916_D00636_0036_A_C70YEANXX_MUELLER,solexa_150916_D00636_0036.1
solexa_150917_NS500648_0007_AHJHGMBGXX,solexa_150917_NS500648_00.1
solexa_150917_SN303_0224_A_C7KGYACXX_UFK-SCHEIDEREIT,solexa_150917_SN303_0224_.1
solexa_150917_SN303_0225_B_C7Y6GACXX_MIXED,solexa_150917_SN303_0225_.1
solexa_150921_NS500648_0008_AHJHWMBGXX,solexa_150921_NS500648_00.1
solexa_150922_D00636_0037_A_C685TANXX_HUMMEL,solexa_150922_D00636_0037.1
solexa_150922_NS500648_0009_AHJW5VBGXX,solexa_150922_NS500648_00.1
solexa_150923_NS500648_0010_AHJHYJBGXX,solexa_150923_NS500648_00.1
solexa_150924_NS500648_0011_AHJV7HBGXX,solexa_150924_NS500648_00.1
solexa_150925_SN541_0315_A_C7Y68ACXX_MIXED,solexa_150925_SN541_0315_.1
solexa_150925_SN541_0316_B_C7Y98ACXX_MIXED,solexa_150925_SN541_0316_.1
solexa_151001_SN303_0226_A_C76JUACXX_HUEBNER,solexa_151001_SN303_0226_.1
solexa_151001_SN303_0227_B_C76N6ACXX_HUEBNER,solexa_151001_SN303_0227_.1
solexa_151005_NS500648_0012_AHHGNTBGXX,solexa_151005_NS500648_00.1
solexa_151007_D00636_0038_A_C6A3PANXX_CHEN-CHARITE,solexa_151007_D00636_0038.1
solexa_151008_SN540_0268_A_HT77WADXX_SCHMIDT-OTT,solexa_151008_SN540_0268_.1
solexa_151008_SN541_0317_A_C76FFACXX_HUEBNER,solexa_151008_SN541_0317_.1
solexa_151008_SN541_0318_B_C76G7ACXX_HUEBNER,solexa_151008_SN541_0318_.1
solexa_151016_D00636_0039_A_C6T45ANXX_HUMMEL,solexa_151016_D00636_0039.1
solexa_151020_SN303_0228_A_C7Y2TACXX_K.RAJEKSKY-CHEN,solexa_151020_SN303_0228_.1
solexa_151021_NS500648_0013_AHLMCHBGXX,solexa_151021_NS500648_00.1
solexa_151103_NS500648_0014_AHJJ3HBGXX,solexa_151103_NS500648_00.1
solexa_151104_D00636_0040_A_C77NFANXX_HUMMEL,solexa_151104_D00636_0040.1
solexa_151105_SN471_0207_A_C7Y69ACXX_MIXED,solexa_151105_SN471_0207_.1
solexa_151105_SN541_0319_A_C76JNACXX_HUEBNER,solexa_151105_SN541_0319_.1
solexa_151105_SN541_0320_B_C8463ACXX_HUEBNER,solexa_151105_SN541_0320_.1
solexa_151106_SN540_0269_A_C88ANACXX_HUEBNER,solexa_151106_SN540_0269_.1
solexa_151106_SN540_0270_B_C84RMACXX_MIXED,solexa_151106_SN540_0270_.1
solexa_151109_D00636_0041_B_C6A3HANXX_MIXED,solexa_151109_D00636_0041.1
solexa_151110_NS500648_0015_AHNF5NBGXX,solexa_151110_NS500648_00.1
solexa_151111_D00636_0042_A_C6A3JANXX_MIXED,solexa_151111_D00636_0042.1
solexa_151113_NS500648_0016_AHJHMVBGXX,solexa_151113_NS500648_00.1
solexa_151116_NS500648_0017_AHLYWKBGXX,solexa_151116_NS500648_00.1
solexa_151118_D00636_0043_B_C86H7ANXX_MIXED,solexa_151118_D00636_0043.1
solexa_151120_NS500648_0018_AHKM3GBGXX,solexa_151120_NS500648_00.1
solexa_151120_SN303_0229_A_C84RLACXX_MIXED,solexa_151120_SN303_0229_.1
solexa_151120_SN541_0321_A_C76N5ACXX_HUEBNER,solexa_151120_SN541_0321_.1
solexa_151120_SN541_0322_B_C83HWACXX_HUEBNER,solexa_151120_SN541_0322_.1
solexa_151124_SN540_0271_A_HCYNKADXX_POMBO,solexa_151124_SN540_0271_.1
solexa_151125_NS500648_0019_AHTHCNBGXX,solexa_151125_NS500648_00.1
solexa_151127_D00636_0044_A_C6A43ANXX_MIXED,solexa_151127_D00636_0044.1
solexa_151130_SN471_0210_B_C84RNACXX_MIXED,solexa_151130_SN471_0210_.1
solexa_151201_NS500648_0020_AHTHH3BGXX,solexa_151201_NS500648_00.1
solexa_151201_SN540_0272_A_C849AACXX_HUEBNER,solexa_151201_SN540_0272_.1
solexa_151201_SN540_0273_B_C8CKEACXX_HUEBNER,solexa_151201_SN540_0273_.1
solexa_151201_ST-K00107_0028_BH2VVCBBXX,solexa_151201_ST-K00107_0.1
solexa_151202_NS500648_0021_AHTHF3BGXX,solexa_151202_NS500648_00.1
solexa_151202_SN541_0323_A_C8CNMACXX_HUEBNER,solexa_151202_SN541_0323_.1
solexa_151202_SN541_0324_B_C8D33ACXX_BIRCHMEIER,solexa_151202_SN541_0324_.1
solexa_151203_NS500648_0022_AH5VFFAFXX,solexa_151203_NS500648_00.1
solexa_151204_NS500648_0023_AHKMTFBGXX,solexa_151204_NS500648_00.1
solexa_151204_SN471_0211_A_C8CJ3ACXX_MIXED,solexa_151204_SN471_0211_.1
solexa_151208_SN303_0230_A_C880AACXX_MIXED,solexa_151208_SN303_0230_.1
solexa_151215_SN303_0231_A_C88JRACXX_MIXED,solexa_151215_SN303_0231_.1
solexa_151216_NS500648_0024_AHMTGLBGXX,solexa_151216_NS500648_00.1
solexa_151217_NS500648_0025_AHVJN7BGXX,solexa_151217_NS500648_00.1
solexa_151218_NS500648_0026_AHVL3VBGXX,solexa_151218_NS500648_00.1
solexa_151222_NS500648_0027_AHM2GKBGXX,solexa_151222_NS500648_00.1
solexa_160107_NS500648_0028_AHVL2YBGXX,solexa_160107_NS500648_00.1
solexa_160111_NS500648_0029_AHKML5BGXX,solexa_160111_NS500648_00.1
solexa_160112_NS500648_0030_AHVM3MBGXX,solexa_160112_NS500648_00.1
solexa_160113_NS500648_0031_AHTH7MBGXX,solexa_160113_NS500648_00.1
solexa_160113_SN303_0232_A_C83T3ACXX_FU_CHEN,solexa_160113_SN303_0232_.1
solexa_160113_SN540_0274_A_C8FYNACXX_HUEBNER,solexa_160113_SN540_0274_.1
solexa_160113_SN540_0275_B_C88C1ACXX_MIXED,solexa_160113_SN540_0275_.1
solexa_160114_NS500648_0032_AHVLNMBGXX,solexa_160114_NS500648_00.1
solexa_160115_NS500648_0033_AHMNGGBGXX,solexa_160115_NS500648_00.1
solexa_160118_NS500648_0034_AHVKK3BGXX,solexa_160118_NS500648_00.1
solexa_160119_NS500648_0035_AHVKLJBGXX,solexa_160119_NS500648_00.1
solexa_160120_SN471_0212_A_C8459ACXX_MIXED,solexa_160120_SN471_0212_.1
solexa_160120_SN471_0213_B_C8CJ6ACXX_DRFZ_LEWIN,solexa_160120_SN471_0213_.1
solexa_160121_ST-K00106_0048_AH3YHKBBXX_CHENa,solexa_160121_ST-K00106_0.1
solexa_160121_ST-K00107_0029_A_H3YHKBBXX_CHEN,solexa_160121_ST-K00107_0.1
solexa_160122_NS500648_0036_AHVKCWBGXX,solexa_160122_NS500648_00.1
solexa_160125_NS500648_0037_AHNMHJBGXX,solexa_160125_NS500648_00.1
solexa_160126_NS500648_0038_AXXXXXXXXX,solexa_160126_NS500648_00.1
solexa_160127_SN303_0233_A_C885JACXX_MIXED,solexa_160127_SN303_0233_.1
solexa_160127_SN541_0325_A_C8D71ACXX_HUEBNER,solexa_160127_SN541_0325_.1
solexa_160127_SN541_0326_B_C8D1BACXX_HUEBNER,solexa_160127_SN541_0326_.1
solexa_160128_NB501326_0002_AHKNKGBGXX,solexa_160128_NB501326_00.1
solexa_160129_NB501326_0003_AHKNWNBGXX,solexa_160129_NB501326_00.1
solexa_160201_NB501326_0004_AHT2G3BGXX,solexa_160201_NB501326_00.1
solexa_160202_NB501326_0005_AHVKGHBGXX,solexa_160202_NB501326_00.1
solexa_160202_SN471_0214_A_C8C6YACXX_HUEBNER,solexa_160202_SN471_0214_.1
solexa_160202_SN471_0215_B_C8D7EACXX_HUEBNER,solexa_160202_SN471_0215_.1
solexa_160203_NS500455_0007_AH5NWHBGXX,solexa_160203_NS500455_00.1
solexa_160203_NS500648_0039_AHVML7BGXX,solexa_160203_NS500648_00.1
solexa_160208_SN303_0234_A_C88CUACXX_MIXED,solexa_160208_SN303_0234_.1
solexa_160208_SN303_0235_B_C850RACXX_MIXED,solexa_160208_SN303_0235_.1
solexa_160209_NB501326_0006_AHKNJYBGXX,solexa_160209_NB501326_00.1
solexa_160211_SN540_0276_A_C8FPBACXX_MIXED,solexa_160211_SN540_0276_.1
solexa_160211_SN541_0327_B_C88CVACXX_MIXED,solexa_160211_SN541_0327_.1
solexa_160212_NS500648_0040_AHVLT2BGXX,solexa_160212_NS500648_00.1
solexa_160215_NS500648_0041_AHKMTKBGXX,solexa_160215_NS500648_00.1
solexa_160219_NB501326_0007_AHKNKHBGXX,solexa_160219_NB501326_00.1
solexa_160219_NS500648_0042_AHNYYLBGXX,solexa_160219_NS500648_00.1
solexa_160224_NB501326_0008_AHVNF3BGXX,solexa_160224_NB501326_00.1
solexa_160224_NS500648_0043_AHW5WYBGXX,solexa_160224_NS500648_00.1
solexa_160225_NB501326_0009_AHVNKJBGXX,solexa_160225_NB501326_00.1
solexa_160229_NB501326_0010_AHKNWHBGXX,solexa_160229_NB501326_00.1
solexa_160301_NB501326_0011_AHVGFCBGXX,solexa_160301_NB501326_00.1
solexa_160302_NB501326_0012_AHKT3KBGXX,solexa_160302_NB501326_00.1
solexa_160302_NS500648_0044_AHW3F5BGXX,solexa_160302_NS500648_00.1
solexa_160302_SN471_0216_A_C88M8ACXX_HUEBNER,solexa_160302_SN471_0216_.1
solexa_160302_SN471_0217_B_C8D17ACXX_HUEBNER,solexa_160302_SN471_0217_.1
solexa_160304_SN540_0277_A_C8FY8ACXX_MIXED,solexa_160304_SN540_0277_.1
solexa_160307_NB501326_0013_AHW2M5BGXX,solexa_160307_NB501326_00.1
solexa_160307_NS500648_0045_AHVL33BGXX,solexa_160307_NS500648_00.1
solexa_160308_NB501326_0014_AHVNFFBGXX,solexa_160308_NB501326_00.1
solexa_160308_NS500648_0046_AHVNKKBGXX,solexa_160308_NS500648_00.1
solexa_160309_NB501326_0015_AHVY2CBGXX,solexa_160309_NB501326_00.1
solexa_160309_NS500648_0047_AHVNJYBGXX,solexa_160309_NS500648_00.1
solexa_160310_NB501326_0016_AHVJY5BGXX,solexa_160310_NB501326_00.1
solexa_160310_NS500648_0048_AHKNGTBGXX,solexa_160310_NS500648_00.1
solexa_160310_SN541_0328_A_HN3W3ADXX_CHARITE,solexa_160310_SN541_0328_.1
solexa_160311_NB501326_0017_AHVL3KBGXX,solexa_160311_NB501326_00.1
solexa_160311_NS500648_0049_AHVMH2BGXX,solexa_160311_NS500648_00.1
solexa_160314_NS500648_0050_AHKMLGBGXX,solexa_160314_NS500648_00.1
solexa_160315_NS500648_0051_AHVM25BGXX,solexa_160315_NS500648_00.1
solexa_160315_SN471_0218_A_C8G1LACXX_MIXED,solexa_160315_SN471_0218_.1
solexa_160315_SN471_0219_B_C8MAFACXX_MIXED,solexa_160315_SN471_0219_.1
solexa_160316_NS500648_0052_AHKNKFBGXX,solexa_160316_NS500648_00.1
solexa_160318_NS500648_0053_AHVM3KBGXX,solexa_160318_NS500648_00.1
solexa_160318_SN540_0278_B_C8C5MACXX_LEWIN,solexa_160318_SN540_0278_.1
solexa_160322_NB501326_0018_AHVL2WBGXX,solexa_160322_NB501326_00.1
solexa_160323_SN471_0220_A_C8MKTACXX_MIXED,solexa_160323_SN471_0220_.1
solexa_160323_SN541_0329_B_HTJFLADXX_NKM,solexa_160323_SN541_0329_.1
solexa_160324_NB501326_0019_AHT23WBGXX,solexa_160324_NB501326_00.1
solexa_160329_NB501326_0020_AHVLYGBGXX,solexa_160329_NB501326_00.1
solexa_160330_NB501326_0021_AHVL3YBGXX,solexa_160330_NB501326_00.1
solexa_160330_SN541_0330_A_HN3W3ADXX_SUNNY,solexa_160330_SN541_0330_.1
solexa_160330_SN541_0331_B_HT77WADXX_KUN_SUNNY,solexa_160330_SN541_0331_.1
solexa_160330_SN541_0332_A_HN3WKADXX_SUNNY,solexa_160330_SN541_0332_.1
solexa_160330_SN541_0333_B_HTJFJADXX_KUN-SUNNY,solexa_160330_SN541_0333_.1
solexa_160331_NB501326_0022_AHYLYCBGXX,solexa_160331_NB501326_00.1
solexa_160401_NB501326_0023_AHVLGNBGXX,solexa_160401_NB501326_00.1
solexa_160404_SN540_0279_A_C8CKAACXX_MIXED,solexa_160404_SN540_0279_.1
solexa_160405_NB501326_0024_AHVYGFBGXX,solexa_160405_NB501326_00.1
solexa_160407_NB501326_0025_AHVYG5BGXX,solexa_160407_NB501326_00.1
solexa_160408_NS500648_0054_AHVLYYBGXX,solexa_160408_NS500648_00.1
solexa_160411_NB501326_0026_AHVTWVBGXX,solexa_160411_NB501326_00.1
solexa_160412_NB501326_0027_AHY2K7BGXX,solexa_160412_NB501326_00.1
solexa_160412_SN471_0221_A_C8G2AACXX_TURSUN,solexa_160412_SN471_0221_.1
solexa_160415_NB501326_0028_AHWM5FBGXX,solexa_160415_NB501326_00.1
solexa_160415_NS500648_0055_AH27MCBGXY,solexa_160415_NS500648_00.1
solexa_160419_NS500648_0056_AHWTLHBGXX,solexa_160419_NS500648_00.1
solexa_160420_NB501326_0029_AHY3H3BGXX,solexa_160420_NB501326_00.1
solexa_160425_NB501326_0030_AHVJYJBGXX,solexa_160425_NB501326_00.1
solexa_160425_NS500648_0057_AHVKKMBGXX,solexa_160425_NS500648_00.1
solexa_160426_SN540_0280_B_C8MA9ACXX_MIXED,solexa_160426_SN540_0280_.1
solexa_160427_NS500648_0058_AHW57CBGXX,solexa_160427_NS500648_00.1
solexa_160427_SN541_0334_B_HCYMCADXX_CHEN,solexa_160427_SN541_0334_.1
solexa_160504_NB501326_0032_AHWYW3BGXX,solexa_160504_NB501326_00.1
solexa_160504_NS500648_0059_AHYK3LBGXX,solexa_160504_NS500648_00.1
solexa_160506_NB501326_0033_AHV7CYBGXX,solexa_160506_NB501326_00.1
solexa_160509_SN541_0335_A_HTC55ADXX_DEEP,solexa_160509_SN541_0335_.1
solexa_160513_NB501326_0034_AHW3NTBGXX,solexa_160513_NB501326_00.1
solexa_160513_NS500648_0060_AH5VGVAFXX,solexa_160513_NS500648_00.1
solexa_160513_SN540_0281_A_c06kracxx_test,solexa_160513_SN540_0281_.1
solexa_160517_NB501326_0035_AHY5GGBGXX,solexa_160517_NB501326_00.1
solexa_160519_NS500648_0061_AHVLCVBGXX,solexa_160519_NS500648_00.1
solexa_160519_SN471_0222_A_C8C8Tacxx_MIXED,solexa_160519_SN471_0222_.1
solexa_160520_NB501326_0036_AHYK3MBGXX,solexa_160520_NB501326_00.1
solexa_160524_NB501326_0037_AHVNGKBGXX,solexa_160524_NB501326_00.1
solexa_160524_NS500648_0062_AHVFFCBGXX,solexa_160524_NS500648_00.1
solexa_160525_SN540_0282_A_C8LYEACXX_MIXED,solexa_160525_SN540_0282_.1
solexa_160525_SN540_0283_B_C8M0BACXX_MIXED,solexa_160525_SN540_0283_.1
solexa_160527_NB501326_0038_AH5VYLBGXY,solexa_160527_NB501326_00.1
solexa_160527_NS500648_0063_AH33YFBGXY,solexa_160527_NS500648_00.1
solexa_160527_SN541_0336_B_H525MADXX_RAJEWSKY,solexa_160527_SN541_0336_.1
solexa_160601_NS500648_0064_AH2CNWBGXY,solexa_160601_NS500648_00.1
solexa_160607_NB501326_0039_AH2C2NBGXY,solexa_160607_NB501326_00.1
solexa_160607_NS500648_0065_AH27MWBGXY,solexa_160607_NS500648_00.1
solexa_160608_NB501326_0040_AH33VCBGXY,solexa_160608_NB501326_00.1
solexa_160610_NS500648_0066_AHVLKMBGXX,solexa_160610_NS500648_00.1
solexa_160614_NB501326_0041_AH2VCGBGXY,solexa_160614_NB501326_00.1
solexa_160614_NS500648_0067_AH3JKCBGXY,solexa_160614_NS500648_00.1
solexa_160615_NB501326_0042_AHVLGFBGXX,solexa_160615_NB501326_00.1
solexa_160615_NS500648_0068_AH333GBGXY,solexa_160615_NS500648_00.1
solexa_160616_NB501326_0043_AH2CNVBGXY,solexa_160616_NB501326_00.1
solexa_160616_NS500648_0069_AH55G5BGXY,solexa_160616_NS500648_00.1
solexa_160617_SN540_0284_A_C8D39ACXX_MIXED,solexa_160617_SN540_0284_.1
solexa_160621_SN541_0337_A_HTJFHADXX_NKM,solexa_160621_SN541_0337_.1
solexa_160621_SN541_0338_B_HYF25ADXX_NKM,solexa_160621_SN541_0338_.1
solexa_160623_NB501326_0044_AH3VJCBGXY,solexa_160623_NB501326_00.1
solexa_160623_NS500648_0070_AHFKKYBGXY,solexa_160623_NS500648_00.1
solexa_160624_NB501326_0045_AHCHFMBGXY,solexa_160624_NB501326_00.1
solexa_160624_NS500648_0071_AH23NGBGXY,solexa_160624_NS500648_00.1
solexa_160624_SN471_0223_A_C8KCUACXX_MIXED,solexa_160624_SN471_0223_.1
solexa_160627_NS500648_0072_AH3WMWBGXY,solexa_160627_NS500648_00.1
solexa_160627_SN541_0339_B_H3WKFADXX_NKM,solexa_160627_SN541_0339_.1
solexa_160628_NB501326_0046_AHFWF5BGXY,solexa_160628_NB501326_00.1
solexa_160628_NS500648_0073_AHHHYVBGXY,solexa_160628_NS500648_00.1
solexa_160628_SN540_0285_A_C8KBDACXX_MIXED,solexa_160628_SN540_0285_.1
solexa_160629_NS500648_0074_AHFWMFBGXY,solexa_160629_NS500648_00.1
solexa_160630_NB501326_0048_AH5KCYBGXY,solexa_160630_NB501326_00.1
solexa_160706_SN540_0286_A_C8JP4ACXX_MIXED,solexa_160706_SN540_0286_.1
solexa_160707_NB501326_0049_AHFW3GBGXY,solexa_160707_NB501326_00.1
solexa_160707_SN471_0224_B_C8JP4ACXX_MIXED,solexa_160707_SN471_0224_.1
solexa_160708_NS500648_0075_AHVLCWBGXX,solexa_160708_NS500648_00.1
solexa_160713_NS500648_0076_AHG2NGBGXY,solexa_160713_NS500648_00.1
solexa_160713_SN471_0225_A_C8J12ACXX_MIXED,solexa_160713_SN471_0225_.1
solexa_160715_NB501326_0050_AHHT3VBGXY,solexa_160715_NB501326_00.1
solexa_160715_NS500648_0077_AHFJN2BGXY,solexa_160715_NS500648_00.1
solexa_160719_NB501326_0051_AHG2C3BGXY,solexa_160719_NB501326_00.1
solexa_160719_NS500648_0078_AHFC7KBGXY,solexa_160719_NS500648_00.1
solexa_160720_NS500648_0079_AHCNHLBGXY,solexa_160720_NS500648_00.1
solexa_160721_NB501326_0052_AHCHYVAFXX,solexa_160721_NB501326_00.1
solexa_160721_NS500648_0080_AH2YNHBGXY,solexa_160721_NS500648_00.1
solexa_160725_NB501326_0053_AH23NCBGXY,solexa_160725_NB501326_00.1
solexa_160726_NS500648_0081_AH5727BGXY,solexa_160726_NS500648_00.1
solexa_160727_NB501326_0054_AH5WHGAFXX,solexa_160727_NB501326_00.1
solexa_160727_NS500648_0082_AHW3N7BGXX,solexa_160727_NS500648_00.1
solexa_160728_NS500648_0083_AH5HJJBGXY,solexa_160728_NS500648_00.1
solexa_160729_NS500648_0084_AHHT3CBGXY,solexa_160729_NS500648_00.1
solexa_160804_NS500648_0085_AHVKN7BGXX,solexa_160804_NS500648_00.1
solexa_160805_SN540_0287_A_C8JPHACXX_HUEBNER,solexa_160805_SN540_0287_.1
solexa_160809_SN471_0226_B_C8JE8ACXX_mixed,solexa_160809_SN471_0226_.1
solexa_160810_NS500648_0086_AHHT7CBGXY,solexa_160810_NS500648_00.1
solexa_160811_NB501326_0055_AHG3V7AFXX,solexa_160811_NB501326_00.1
solexa_160811_NS500648_0087_AHG3WNAFXX,solexa_160811_NS500648_00.1
solexa_160811_SN541_0340_A_H3YYHADXX_KUN,solexa_160811_SN541_0340_.1
solexa_160812_NB501326_0056_AHHTL5BGXY,solexa_160812_NB501326_00.1
solexa_160812_SN540_0289_A_C8JE8ACXX_MIXED,solexa_160812_SN540_0289_.1
solexa_160815_NS500648_0088_AHVLKWBGXX,solexa_160815_NS500648_00.1
solexa_160816_NB501326_0057_AHHN3HBGXY,solexa_160816_NB501326_00.1
solexa_160816_SN471_0228_B_C05HRACXX_TESTAFTERFORMATTING,solexa_160816_SN471_0228_.1
solexa_160817_NB501326_0058_AHFFWTBGXY,solexa_160817_NB501326_00.1
solexa_160817_NS500648_0089_AH5WMVBGXY,solexa_160817_NS500648_00.1
solexa_160817_SN540_0290_A_C9G45ACXX_MIXED,solexa_160817_SN540_0290_.1
solexa_160817_SN540_0291_B_C9H52ACXX_MIXED,solexa_160817_SN540_0291_.1
solexa_160818_NB501326_0059_AHVLKTBGXX,solexa_160818_NB501326_00.1
solexa_160818_NS500648_0090_AHGGKWBGXY,solexa_160818_NS500648_00.1
solexa_160818_SN541_0341_A_C9H52ACXX_MIXED,solexa_160818_SN541_0341_.1
solexa_160819_NS500648_0091_AHFKHFBGXY,solexa_160819_NS500648_00.1
solexa_160823_NS500648_0092_AHGJ5CBGXY,solexa_160823_NS500648_00.1
solexa_160824_SN540_0293_B_C05KRACXX_temp-test,solexa_160824_SN540_0293_.1
solexa_160825_NS500648_0093_AHFFJGBGXY,solexa_160825_NS500648_00.1
solexa_160902_NB501326_0060_AHFCC7BGXY,solexa_160902_NB501326_00.1
solexa_160906_NB501326_0061_AHVKCYBGXX,solexa_160906_NB501326_00.1
solexa_160912_SN541_0342_B_C8G17ACXX_MIXED,solexa_160912_SN541_0342_.1
solexa_160913_NB501326_0062_AHGGHNAFXX,solexa_160913_NB501326_00.1
solexa_160914_NS500648_0094_AHGC35AFXX,solexa_160914_NS500648_00.1
solexa_160914_SN540_0294_A_HJJGMADXX_BIRCHMEIER-KOHLER,solexa_160914_SN540_0294_.1
solexa_160915_NB501326_0063_AHGKHKAFXX,solexa_160915_NB501326_00.1
solexa_160915_NS500648_0095_AHVKK7BGXX,solexa_160915_NS500648_00.1
solexa_160919_NB501326_0064_AHGLCVAFXX,solexa_160919_NB501326_00.1
solexa_160926_NB501326_0065_AHGHKFBGXY,solexa_160926_NB501326_00.1
solexa_160927_NB501326_0066_AHG7YCAFXX,solexa_160927_NB501326_00.1
solexa_160927_NS500648_0096_AHVKLMBGXX,solexa_160927_NS500648_00.1
solexa_160928_NB501326_0067_AHFJJNBGXY,solexa_160928_NB501326_00.1
solexa_160929_NS500648_0097_AHHLMLBGXY,solexa_160929_NS500648_00.1
solexa_160930_NB501326_0068_AH2FJYBGXY,solexa_160930_NB501326_00.1
solexa_160930_NS500648_0098_AHCVMJBGXY,solexa_160930_NS500648_00.1
solexa_160930_SN541_0343_A_C9L4JACXX_HUEBNER,solexa_160930_SN541_0343_.1
solexa_161005_NB501326_0069_AHMYJJBGXY,solexa_161005_NB501326_00.1
solexa_161005_NS500648_0099_AHHNLJBGXY,solexa_161005_NS500648_00.1
solexa_161006_NB501326_0070_AHFFM3BGXY,solexa_161006_NB501326_00.1
solexa_161006_SN540_0295_A_C9H9TACXX_MIXED,solexa_161006_SN540_0295_.1
solexa_161007_NB501326_0071_AHVKKLBGXX,solexa_161007_NB501326_00.1
solexa_161010_NB501326_0072_AHGGTCBGXY,solexa_161010_NB501326_00.1
solexa_161010_NS500648_0100_AHGH7FBGXY,solexa_161010_NS500648_01.1
solexa_161011_NB501326_0073_AHFJV2BGXY,solexa_161011_NB501326_00.1
solexa_161014_NB501326_0074_AHTY5VBGXY,solexa_161014_NB501326_00.1
solexa_161014_NS500648_0101_AHG2KNBGXY,solexa_161014_NS500648_01.1
solexa_161016_NB501326_0075_AH3JKLBGXY,solexa_161016_NB501326_00.1
solexa_161016_NS500648_0102_AHLLHYBGXY,solexa_161016_NS500648_01.1
solexa_161017_SN540_0296_B_H3WK7ADXX_KUN,solexa_161017_SN540_0296_.1
solexa_161018_SN541_0344_B_C9L8CACXX_HUEBNER,solexa_161018_SN541_0344_.1
solexa_161019_NS500648_0103_AH2CWYBGXY,solexa_161019_NS500648_01.1
solexa_161027_NS500648_0104_AH3VMYBGXY,solexa_161027_NS500648_01.1
solexa_161028_NB501326_0076_AHGY32BGXY,solexa_161028_NB501326_00.1
solexa_161028_NS500648_0105_AHHY5HBGXY,solexa_161028_NS500648_01.1
solexa_161031_NB501326_0077_AHTKGHBGXY,solexa_161031_NB501326_00.1
solexa_161031_NS500648_0106_AHCHW3AFXX,solexa_161031_NS500648_01.1
solexa_161031_SN540_0297_A_C9H51ACXX_MIXED,solexa_161031_SN540_0297_.1
solexa_161101_NS500648_0107_AHGTV3BGXY,solexa_161101_NS500648_01.1
solexa_161101_SN541_0345_B_H5WLFBCXY_MARTYN,solexa_161101_SN541_0345_.1
solexa_161102_NS500648_0108_AHTKH2BGXY,solexa_161102_NS500648_01.1
solexa_161103_NB501326_0078_AHHL7WBGXY,solexa_161103_NB501326_00.1
solexa_161104_NS500648_0109_AHTKCTBGXY,solexa_161104_NS500648_01.1
solexa_161109_NS500648_0110_AHHLKKBGXY,solexa_161109_NS500648_01.1
